time,equation,Run,damage,gross_domestic_product_nominal,total_radiative_forcing,temperature_change,exponent,constant,equation_dice_tot_eq_dice_total_impact,equation_witness_tot_eq_witness_total_impact,log_exponent,log_damage,log_constant
2005.0,define_tot_eq_define_total_impact,10,189031.85222564038,71537533.26717228,1.7144909502196166,0.845,-0.3128461065279179,22825.172137808266,False,False,,12.149670810136538,10.035619247069267
2005.0,define_tot_eq_define_total_impact,11,114878.65465307783,71537533.26717228,1.901,0.845,0.4151370162396308,25004.198072401552,False,False,-0.8791466536285624,11.651631673324532,10.12679901264893
2005.0,define_tot_eq_define_total_impact,12,134818.14509269115,71537533.26717228,1.905,0.845,0.12172019492359525,24547.49600151542,False,False,-2.106030352544895,11.811682075914112,10.108365132155782
2005.0,define_tot_eq_define_total_impact,13,260797.05488610777,71537533.26717228,1.904,0.845,-0.37991910833520737,44684.068911742914,False,False,,12.471497816356255,10.707372316891298
2005.0,define_tot_eq_define_total_impact,14,91719.39519741558,71537533.26717228,1.906,0.845,0.39357380046223495,45374.72855745855,False,False,-0.9324866798857842,11.42648914294024,10.722710589344489
2005.0,define_tot_eq_define_total_impact,15,876646.8065345199,71537533.26717228,1.7144909502196166,0.845,-1.0980100565825546,35282.735202403695,False,False,,13.683859461086096,10.47114903552836
2005.0,define_tot_eq_define_total_impact,16,100224.44318509029,71537533.26717228,1.901,0.845,0.520064606362845,30032.838907514684,False,False,-0.6538022321187158,11.515167381846387,10.310046692223931
2005.0,define_tot_eq_define_total_impact,17,114125.21544934816,71537533.26717228,1.905,0.845,0.18914747645378616,47692.60451594593,False,False,-1.6652282694999687,11.645051505732054,10.772531623261818
2005.0,define_tot_eq_define_total_impact,18,893370.2431774004,60119595.78728778,1.904,0.845,-2.0681066745499037,25754.149341060995,False,False,,13.702756379955034,10.156351032568994
2005.0,define_tot_eq_define_total_impact,19,50649.55385839048,71537533.26717228,1.906,0.845,0.9777668352458435,49771.59408021804,False,False,-0.02248404714052269,10.832685701314057,10.815199700277157
2005.0,define_tot_eq_define_total_impact,20,147947.41402826222,71537533.26717228,1.7144909502196166,0.845,0.09742805956890571,11111.10774740037,False,False,-2.3286410238993724,11.904612178988629,9.315700584899997
2005.0,define_tot_eq_define_total_impact,21,165744.23580989285,69463821.66287585,1.901,0.845,1.8647624224782575,19129.70390876948,False,False,0.6231336575701915,12.018201131032493,9.858997584466605
2005.0,define_tot_eq_define_total_impact,22,93272.5662310239,71537533.26717228,1.905,0.845,1.076211191726931,26262.369895930424,False,False,0.07344671731936171,11.443281305345021,10.175892391154518
2005.0,define_tot_eq_define_total_impact,23,239576.3971751207,71537533.26717228,1.904,0.845,1.0201798017057775,10496.951284688288,False,False,0.0199788879434939,12.386627631085267,9.258840140145567
2005.0,define_tot_eq_define_total_impact,24,322169.4162988889,71537533.26717228,1.906,0.845,-0.521864862454977,41426.01873131316,False,False,,12.68283282373889,10.631664434178576
2005.0,define_tot_eq_define_total_impact,25,216384.91975914742,71537533.26717228,1.7144909502196166,0.845,-0.5135114545172055,19636.725940129894,False,False,,12.284814136646125,9.885156864352483
2005.0,define_tot_eq_define_total_impact,26,150438.055239614,71537533.26717228,1.901,0.845,1.077994050097504,16852.271733632875,False,False,0.07510195308150305,11.921306685351116,9.73224074768009
2005.0,define_tot_eq_define_total_impact,27,295821.94520545675,71537533.26717228,1.905,0.845,-0.5688410557840918,30770.429113961683,False,False,,12.597513015842498,10.334309414073953
2005.0,define_tot_eq_define_total_impact,28,102115.77736630647,71537533.26717228,1.904,0.845,0.3617310005962793,36988.18756659192,False,False,-1.016854435661754,11.533862520777685,10.518353885696673
2005.0,define_tot_eq_define_total_impact,29,114647.37935369831,71537533.26717228,1.906,0.845,0.5043832219646075,23399.200957150806,False,False,-0.6844189387978863,11.649616430228892,10.06045715363246
2005.0,define_tot_eq_define_total_impact,30,235235.76537116955,71537533.26717228,1.7144909502196166,0.845,1.2106420709411232,12089.917713385958,False,False,0.19115085601197096,12.368343547099036,9.400127137414126
2005.0,define_tot_eq_define_total_impact,31,145352.03046376223,71537533.26717228,1.901,0.845,-0.2724218423462865,10004.051117498297,False,False,,11.886913875368379,9.210745401690403
2005.0,define_tot_eq_define_total_impact,32,167815.72829443647,71537533.26717228,1.905,0.845,-0.09862412804692292,44048.771947469606,False,False,,12.030621801009028,10.69305275237116
2005.0,define_tot_eq_define_total_impact,33,21914.027053071404,33370843.65039163,1.904,0.845,2.3981737556301135,48093.21597372964,False,False,0.8747075125416761,9.994882215475455,10.780896406099568
2005.0,define_tot_eq_define_total_impact,34,139660.32212092634,71537533.26717228,1.906,0.845,0.04372223468242284,36147.91030106787,False,False,-3.1298985034754105,11.846968482862541,10.495374419583221
2005.0,define_tot_eq_define_total_impact,35,107450.66039764155,71537533.26717228,1.7144909502196166,0.845,0.3229792467393533,35076.569309438724,False,False,-1.1301672094046513,11.584787048144292,10.4652886455076
2005.0,define_tot_eq_define_total_impact,36,219260.8397089417,71537533.26717228,1.901,0.845,-0.3176576948385188,35883.56574811072,False,False,,12.298017348961878,10.488034691059598
2005.0,define_tot_eq_define_total_impact,37,216805.01188951885,71537533.26717228,1.905,0.845,0.8764276648601321,10423.527908647578,False,False,-0.13190110528239082,12.286753665852002,9.251820828892653
2005.0,define_tot_eq_define_total_impact,38,58459.98309635155,69463821.66287585,1.904,0.845,1.3572523327633406,36413.63882327417,False,False,0.3054623125445071,10.976097749516232,10.502698676392052
2005.0,define_tot_eq_define_total_impact,39,41058.533536149815,60070253.71986337,1.906,0.845,1.7337764616185198,41476.89422558785,False,False,0.550301955179902,10.622753974790209,10.632891785518757
2005.0,define_tot_eq_define_total_impact,40,156773.40212809862,71537533.26717228,1.7144909502196166,0.845,-0.05232766548992999,41181.65229295418,False,False,,11.962556743224685,10.625748103452276
2005.0,define_tot_eq_define_total_impact,41,475015.5501165831,71537533.26717228,1.901,0.845,-0.757585737283746,38560.54586626348,False,False,,13.071102819568475,10.559984904907049
2005.0,define_tot_eq_define_total_impact,42,142659.24598943384,71537533.26717228,1.905,0.845,0.1593068582130311,14870.184998885554,False,False,-1.8369230108081003,11.86821417045029,9.607113480458557
2005.0,define_tot_eq_define_total_impact,43,697497.8208332628,69463821.66287585,1.904,0.845,-1.6836499297268679,18904.005460144534,False,False,,13.455254668419391,9.84712910770211
2005.0,define_tot_eq_define_total_impact,44,351347.9153177897,71537533.26717228,1.906,0.845,-0.619799314865281,35796.640097932985,False,False,,12.76953222325363,10.48560931597137
2005.0,define_tot_eq_define_total_impact,45,105215.84984756306,71537533.26717228,1.7144909502196166,0.845,0.3983179813393318,31751.80070434369,False,False,-0.9205046445980578,11.563769231887292,10.365704717810036
2005.0,define_tot_eq_define_total_impact,46,138518.05358918282,71537533.26717228,1.901,0.845,0.06825605238851196,27660.28288763702,False,False,-2.684489169163722,11.838755946939024,10.227752832485216
2005.0,define_tot_eq_define_total_impact,47,160681.63941089317,71537533.26717228,1.905,0.845,-0.3813348900519639,12469.100175809712,False,False,,11.98718029137669,9.431008876953383
2005.0,define_tot_eq_define_total_impact,48,128245.12081071883,71537533.26717228,1.904,0.845,0.10120605951070127,45841.284061263475,False,False,-2.290596647333346,11.761698717948445,10.732940362803966
2005.0,define_tot_eq_define_total_impact,49,341221.0378856296,71537533.26717228,1.906,0.845,-0.6733252971538892,29851.458168090132,False,False,,12.740285751214767,10.3039889674799
2005.0,dice_tot_eq_dice_total_impact,0,90007.57125516387,71537533.26717228,1.7144909502196166,0.845,0.5821269931773085,47277.73999545703,True,False,-0.5410666537175666,11.407649070831464,10.763794850503007
2005.0,dice_tot_eq_dice_total_impact,1,1092123.7697182575,60119595.78728778,1.901,0.845,-2.121818325710212,25090.060840503662,True,False,,13.903634771097078,10.130227064248068
2005.0,dice_tot_eq_dice_total_impact,2,97026.18516869316,71537533.26717228,1.905,0.845,1.0064300828709767,30769.251023301873,True,False,0.006409498082256034,11.482736171248236,10.334271126885676
2005.0,dice_tot_eq_dice_total_impact,3,116879.08276130517,71537533.26717228,1.904,0.845,0.8357110666170221,26448.87863735502,True,False,-0.17947233973022242,11.668895198697905,10.182969040824592
2005.0,dice_tot_eq_dice_total_impact,4,178815.14965948585,71537533.26717228,1.906,0.845,-0.1189448661167718,12024.511040536985,True,False,,12.094107867771381,9.394702432237638
2005.0,dice_tot_eq_dice_total_impact,5,335778.93941271264,71537533.26717228,1.7144909502196166,0.845,1.4623593445054677,12227.76132973986,True,False,0.38005112080167563,12.724208304007501,9.411464164480353
2005.0,dice_tot_eq_dice_total_impact,6,69951.04727198518,60119595.78728778,1.901,0.845,1.7470024421045216,33963.51957069221,True,False,0.5579014290356142,11.155550951703999,10.433042273768125
2005.0,dice_tot_eq_dice_total_impact,7,252375.47946981096,71537533.26717228,1.905,0.845,-0.49835133691713934,18865.696626868426,True,False,,12.438673255444185,9.845100558664331
2005.0,dice_tot_eq_dice_total_impact,8,187417.65369320236,71537533.26717228,1.904,0.845,-0.03955348571696232,48141.784117072886,True,False,,12.141094847621767,10.78190577166139
2005.0,dice_tot_eq_dice_total_impact,9,227896.33857389554,71537533.26717228,1.906,0.845,-0.3973242879824473,18354.60384193104,True,False,,12.336646149171832,9.81763571258339
2005.0,dice_tot_eq_dice_total_impact,10,228350.8070799184,71537533.26717228,1.7144909502196166,0.845,-0.3128461065279179,22825.172137808266,True,False,,12.338638353005491,10.035619247069267
2005.0,dice_tot_eq_dice_total_impact,11,138773.6151205492,71537533.26717228,1.901,0.845,0.4151370162396308,25004.198072401552,True,False,-0.8791466536285624,11.840599216193484,10.12679901264893
2005.0,dice_tot_eq_dice_total_impact,12,162860.55433761317,71537533.26717228,1.905,0.845,0.12172019492359525,24547.49600151542,True,False,-2.106030352544895,12.000649618783063,10.108365132155782
2005.0,dice_tot_eq_dice_total_impact,13,315043.2970218268,71537533.26717228,1.904,0.845,-0.37991910833520737,44684.068911742914,True,False,,12.660465359225208,10.707372316891298
2005.0,dice_tot_eq_dice_total_impact,14,110797.18931818707,71537533.26717228,1.906,0.845,0.39357380046223495,45374.72855745855,True,False,-0.9324866798857842,11.615456685809193,10.722710589344489
2005.0,dice_tot_eq_dice_total_impact,15,1058990.870793773,71537533.26717228,1.7144909502196166,0.845,-1.0980100565825546,35282.735202403695,True,False,,13.872827003955049,10.47114903552836
2005.0,dice_tot_eq_dice_total_impact,16,121071.30211649317,71537533.26717228,1.901,0.845,0.520064606362845,30032.838907514684,True,False,-0.6538022321187158,11.70413492471534,10.310046692223931
2005.0,dice_tot_eq_dice_total_impact,17,137863.45924876546,71537533.26717228,1.905,0.845,0.18914747645378616,47692.60451594593,True,False,-1.6652282694999687,11.834019048601007,10.772531623261818
2005.0,dice_tot_eq_dice_total_impact,18,1079192.8114169505,60119595.78728778,1.904,0.845,-2.0681066745499037,25754.149341060995,True,False,,13.891723922823987,10.156351032568994
2005.0,dice_tot_eq_dice_total_impact,19,61184.74937226722,71537533.26717228,1.906,0.845,0.9777668352458435,49771.59408021804,True,False,-0.02248404714052269,11.02165324418301,10.815199700277157
2005.0,dice_tot_eq_dice_total_impact,20,178720.73410365733,71537533.26717228,1.7144909502196166,0.845,0.09742805956890571,11111.10774740037,True,False,-2.3286410238993724,12.09357972185758,9.315700584899997
2005.0,dice_tot_eq_dice_total_impact,21,200219.3258459732,69463821.66287585,1.901,0.845,1.8647624224782575,19129.70390876948,True,False,0.6231336575701915,12.207168673901444,9.858997584466605
2005.0,dice_tot_eq_dice_total_impact,22,112673.4226348572,71537533.26717228,1.905,0.845,1.076211191726931,26262.369895930424,True,False,0.07344671731936171,11.632248848213973,10.175892391154518
2005.0,dice_tot_eq_dice_total_impact,23,289408.7055071311,71537533.26717228,1.904,0.845,1.0201798017057775,10496.951284688288,True,False,0.0199788879434939,12.575595173954218,9.258840140145567
2005.0,dice_tot_eq_dice_total_impact,24,389181.2166158247,71537533.26717228,1.906,0.845,-0.521864862454977,41426.01873131316,True,False,,12.871800366607843,10.631664434178576
2005.0,dice_tot_eq_dice_total_impact,25,261393.36035253893,71537533.26717228,1.7144909502196166,0.845,-0.5135114545172055,19636.725940129894,True,False,,12.473781679515078,9.885156864352483
2005.0,dice_tot_eq_dice_total_impact,26,181729.4330295918,71537533.26717228,1.901,0.845,1.077994050097504,16852.271733632875,True,False,0.07510195308150305,12.110274228220067,9.73224074768009
2005.0,dice_tot_eq_dice_total_impact,27,357353.4255961482,71537533.26717228,1.905,0.845,-0.5688410557840918,30770.429113961683,True,False,,12.78648055871145,10.334309414073953
2005.0,dice_tot_eq_dice_total_impact,28,123356.03710508664,71537533.26717228,1.904,0.845,0.3617310005962793,36988.18756659192,True,False,-1.016854435661754,11.722830063646638,10.518353885696673
2005.0,dice_tot_eq_dice_total_impact,29,138494.23415565275,71537533.26717228,1.906,0.845,0.5043832219646075,23399.200957150806,True,False,-0.6844189387978863,11.838583973097844,10.06045715363246
2005.0,dice_tot_eq_dice_total_impact,30,284165.21471973805,71537533.26717228,1.7144909502196166,0.845,1.2106420709411232,12089.917713385958,True,False,0.19115085601197096,12.557311089967987,9.400127137414126
2005.0,dice_tot_eq_dice_total_impact,31,175585.50623249364,71537533.26717228,1.901,0.845,-0.2724218423462865,10004.051117498297,True,False,,12.07588141823733,9.210745401690403
2005.0,dice_tot_eq_dice_total_impact,32,202721.69237910587,71537533.26717228,1.905,0.845,-0.09862412804692292,44048.771947469606,True,False,,12.219589343877981,10.69305275237116
2005.0,dice_tot_eq_dice_total_impact,33,26472.182888875406,33370843.65039163,1.904,0.845,2.3981737556301135,48093.21597372964,True,False,0.8747075125416761,10.183849758344408,10.780896406099568
2005.0,dice_tot_eq_dice_total_impact,34,168709.9126304235,71537533.26717228,1.906,0.845,0.04372223468242284,36147.91030106787,True,False,-3.1298985034754105,12.035936025731495,10.495374419583221
2005.0,dice_tot_eq_dice_total_impact,35,129800.58510871186,71537533.26717228,1.7144909502196166,0.845,0.3229792467393533,35076.569309438724,True,False,-1.1301672094046513,11.773754591013244,10.4652886455076
2005.0,dice_tot_eq_dice_total_impact,36,264867.47666627454,71537533.26717228,1.901,0.845,-0.3176576948385188,35883.56574811072,True,False,,12.486984891830831,10.488034691059598
2005.0,dice_tot_eq_dice_total_impact,37,261900.83237849004,71537533.26717228,1.905,0.845,0.8764276648601321,10423.527908647578,True,False,-0.13190110528239082,12.475721208720955,9.251820828892653
2005.0,dice_tot_eq_dice_total_impact,38,70619.76150979886,69463821.66287585,1.904,0.845,1.3572523327633406,36413.63882327417,True,False,0.3054623125445071,11.165065292385183,10.502698676392052
2005.0,dice_tot_eq_dice_total_impact,39,49598.78010033049,60070253.71986337,1.906,0.845,1.7337764616185198,41476.89422558785,True,False,0.550301955179902,10.811721517659162,10.632891785518757
2005.0,dice_tot_eq_dice_total_impact,40,189382.54311703812,71537533.26717228,1.7144909502196166,0.845,-0.05232766548992999,41181.65229295418,True,False,,12.151524286093638,10.625748103452276
2005.0,dice_tot_eq_dice_total_impact,41,573819.6127664046,71537533.26717228,1.901,0.845,-0.757585737283746,38560.54586626348,True,False,,13.260070362437427,10.559984904907049
2005.0,dice_tot_eq_dice_total_impact,42,172332.61789243133,71537533.26717228,1.905,0.845,0.1593068582130311,14870.184998885554,True,False,-1.8369230108081003,12.057181713319244,9.607113480458557
2005.0,dice_tot_eq_dice_total_impact,43,842578.5837068354,69463821.66287585,1.904,0.845,-1.6836499297268679,18904.005460144534,True,False,,13.644222211288342,9.84712910770211
2005.0,dice_tot_eq_dice_total_impact,44,424428.89430557884,71537533.26717228,1.906,0.845,-0.619799314865281,35796.640097932985,True,False,,12.958499766122582,10.48560931597137
2005.0,dice_tot_eq_dice_total_impact,45,127100.93006765567,71537533.26717228,1.7144909502196166,0.845,0.3983179813393318,31751.80070434369,True,False,-0.9205046445980578,11.752736774756245,10.365704717810036
2005.0,dice_tot_eq_dice_total_impact,46,167330.05025244565,71537533.26717228,1.901,0.845,0.06825605238851196,27660.28288763702,True,False,-2.684489169163722,12.027723489807977,10.227752832485216
2005.0,dice_tot_eq_dice_total_impact,47,194103.70056896153,71537533.26717228,1.905,0.845,-0.3813348900519639,12469.100175809712,True,False,,12.176147834245642,9.431008876953383
2005.0,dice_tot_eq_dice_total_impact,48,154920.32954442516,71537533.26717228,1.904,0.845,0.10120605951070127,45841.284061263475,True,False,-2.290596647333346,11.950666260817396,10.732940362803966
2005.0,dice_tot_eq_dice_total_impact,49,412195.60871055187,71537533.26717228,1.906,0.845,-0.6733252971538892,29851.458168090132,True,False,,12.929253294083718,10.3039889674799
2005.0,witness_tot_eq_witness_total_impact,0,152084.13303287717,71537533.26717228,1.7144909502196166,0.845,0.5821269931773085,47277.73999545703,False,True,-0.5410666537175666,11.932189153495274,10.763794850503007
2005.0,witness_tot_eq_witness_total_impact,1,1845341.3903518664,60119595.78728778,1.901,0.845,-2.121818325710212,25090.060840503662,False,True,,14.428174853760888,10.130227064248068
2005.0,witness_tot_eq_witness_total_impact,2,163943.3555099013,71537533.26717228,1.905,0.845,1.0064300828709767,30769.251023301873,False,True,0.006409498082256034,12.007276253912046,10.334271126885676
2005.0,witness_tot_eq_witness_total_impact,3,197488.43040147237,71537533.26717228,1.904,0.845,0.8357110666170221,26448.87863735502,False,True,-0.17947233973022242,12.193435281361715,10.182969040824592
2005.0,witness_tot_eq_witness_total_impact,4,302140.660278586,71537533.26717228,1.906,0.845,-0.1189448661167718,12024.511040536985,False,True,,12.618647950435191,9.394702432237638
2005.0,witness_tot_eq_witness_total_impact,5,567359.4807542551,71537533.26717228,1.7144909502196166,0.845,1.4623593445054677,12227.76132973986,False,True,0.38005112080167563,13.248748386671311,9.411464164480353
2005.0,witness_tot_eq_witness_total_impact,6,118194.99438488993,60119595.78728778,1.901,0.845,1.7470024421045216,33963.51957069221,False,True,0.5579014290356142,11.680091034367809,10.433042273768125
2005.0,witness_tot_eq_witness_total_impact,7,426434.1927982068,71537533.26717228,1.905,0.845,-0.49835133691713934,18865.696626868426,False,True,,12.963213338107995,9.845100558664331
2005.0,witness_tot_eq_witness_total_impact,8,316676.15267811617,71537533.26717228,1.904,0.845,-0.03955348571696232,48141.784117072886,False,True,,12.665634930285577,10.78190577166139
2005.0,witness_tot_eq_witness_total_impact,9,385072.2399243661,71537533.26717228,1.906,0.845,-0.3973242879824473,18354.60384193104,False,True,,12.861186231835642,9.81763571258339
2005.0,witness_tot_eq_witness_total_impact,10,385840.1469766884,71537533.26717228,1.7144909502196166,0.845,-0.3128461065279179,22825.172137808266,False,True,,12.863178435669301,10.035619247069267
2005.0,witness_tot_eq_witness_total_impact,11,234483.21790191683,71537533.26717228,1.901,0.845,0.4151370162396308,25004.198072401552,False,True,-0.8791466536285624,12.365139298857294,10.12679901264893
2005.0,witness_tot_eq_witness_total_impact,12,275182.4748328455,71537533.26717228,1.905,0.845,0.12172019492359525,24547.49600151542,False,True,-2.106030352544895,12.525189701446873,10.108365132155782
2005.0,witness_tot_eq_witness_total_impact,13,532322.8482585558,71537533.26717228,1.904,0.845,-0.37991910833520737,44684.068911742914,False,True,,13.185005441889018,10.707372316891298
2005.0,witness_tot_eq_witness_total_impact,14,187211.96722624934,71537533.26717228,1.906,0.845,0.39357380046223495,45374.72855745855,False,True,-0.9324866798857842,12.139996768473003,10.722710589344489
2005.0,witness_tot_eq_witness_total_impact,15,1789357.342148732,71537533.26717228,1.7144909502196166,0.845,-1.0980100565825546,35282.735202403695,False,True,,14.397367086618859,10.47114903552836
2005.0,witness_tot_eq_witness_total_impact,16,204571.94612383263,71537533.26717228,1.901,0.845,0.520064606362845,30032.838907514684,False,True,-0.6538022321187158,12.22867500737915,10.310046692223931
2005.0,witness_tot_eq_witness_total_impact,17,232945.344312454,71537533.26717228,1.905,0.845,0.18914747645378616,47692.60451594593,False,True,-1.6652282694999687,12.358559131264817,10.772531623261818
2005.0,witness_tot_eq_witness_total_impact,18,1823492.1886112327,60119595.78728778,1.904,0.845,-2.0681066745499037,25754.149341060995,False,True,,14.416264005487797,10.156351032568994
2005.0,witness_tot_eq_witness_total_impact,19,103382.74251102272,71537533.26717228,1.906,0.845,0.9777668352458435,49771.59408021804,False,True,-0.02248404714052269,11.54619332684682,10.815199700277157
2005.0,witness_tot_eq_witness_total_impact,20,301981.1280553212,71537533.26717228,1.7144909502196166,0.845,0.09742805956890571,11111.10774740037,False,True,-2.3286410238993724,12.61811980452139,9.315700584899997
2005.0,witness_tot_eq_witness_total_impact,21,338306.90199814714,69463821.66287585,1.901,0.845,1.8647624224782575,19129.70390876948,False,True,0.6231336575701915,12.731708756565254,9.858997584466605
2005.0,witness_tot_eq_witness_total_impact,22,190382.20405581832,71537533.26717228,1.905,0.845,1.076211191726931,26262.369895930424,False,True,0.07344671731936171,12.156788930877783,10.175892391154518
2005.0,witness_tot_eq_witness_total_impact,23,489008.55178551574,71537533.26717228,1.904,0.845,1.0201798017057775,10496.951284688288,False,True,0.0199788879434939,13.100135256618028,9.258840140145567
2005.0,witness_tot_eq_witness_total_impact,24,657592.3235824713,71537533.26717228,1.906,0.845,-0.521864862454977,41426.01873131316,False,True,,13.396340449271653,10.631664434178576
2005.0,witness_tot_eq_witness_total_impact,25,441671.5397982211,71537533.26717228,1.7144909502196166,0.845,-0.5135114545172055,19636.725940129894,False,True,,12.998321762178888,9.885156864352483
2005.0,witness_tot_eq_witness_total_impact,26,307064.87113745045,71537533.26717228,1.901,0.845,1.077994050097504,16852.271733632875,False,True,0.07510195308150305,12.634814310883877,9.73224074768009
2005.0,witness_tot_eq_witness_total_impact,27,603813.4921344293,71537533.26717228,1.905,0.845,-0.5688410557840918,30770.429113961683,False,True,,13.31102064137526,10.334309414073953
2005.0,witness_tot_eq_witness_total_impact,28,208432.420693967,71537533.26717228,1.904,0.845,0.3617310005962793,36988.18756659192,False,True,-1.016854435661754,12.247370146310448,10.518353885696673
2005.0,witness_tot_eq_witness_total_impact,29,234011.15303848762,71537533.26717228,1.906,0.845,0.5043832219646075,23399.200957150806,False,True,-0.6844189387978863,12.363124055761654,10.06045715363246
2005.0,witness_tot_eq_witness_total_impact,30,480148.72211401124,71537533.26717228,1.7144909502196166,0.845,1.2106420709411232,12089.917713385958,False,True,0.19115085601197096,13.081851172631797,9.400127137414126
2005.0,witness_tot_eq_witness_total_impact,31,296683.5913481624,71537533.26717228,1.901,0.845,-0.2724218423462865,10004.051117498297,False,True,,12.60042150090114,9.210745401690403
2005.0,witness_tot_eq_witness_total_impact,32,342535.1045750513,71537533.26717228,1.905,0.845,-0.09862412804692292,44048.771947469606,False,True,,12.744129426541791,10.69305275237116
2005.0,witness_tot_eq_witness_total_impact,33,44729.559169294924,33370843.65039163,1.904,0.845,2.3981737556301135,48093.21597372964,False,True,0.8747075125416761,10.708389841008218,10.780896406099568
2005.0,witness_tot_eq_witness_total_impact,34,285066.0276535166,71537533.26717228,1.906,0.845,0.04372223468242284,36147.91030106787,False,True,-3.1298985034754105,12.560476108395305,10.495374419583221
2005.0,witness_tot_eq_witness_total_impact,35,219321.6545912084,71537533.26717228,1.7144909502196166,0.845,0.3229792467393533,35076.569309438724,False,True,-1.1301672094046513,12.298294673677054,10.4652886455076
2005.0,witness_tot_eq_witness_total_impact,36,447541.69005627,71537533.26717228,1.901,0.845,-0.3176576948385188,35883.56574811072,False,True,,13.011524974494641,10.488034691059598
2005.0,witness_tot_eq_witness_total_impact,37,442529.00592055894,71537533.26717228,1.905,0.845,0.8764276648601321,10423.527908647578,False,True,-0.13190110528239082,13.000261291384765,9.251820828892653
2005.0,witness_tot_eq_witness_total_impact,38,119324.90849862953,69463821.66287585,1.904,0.845,1.3572523327633406,36413.63882327417,False,True,0.3054623125445071,11.689605375048993,10.502698676392052
2005.0,witness_tot_eq_witness_total_impact,39,83806.1439260791,60070253.71986337,1.906,0.845,1.7337764616185198,41476.89422558785,False,True,0.550301955179902,11.336261600322972,10.632891785518757
2005.0,witness_tot_eq_witness_total_impact,40,319996.19009677257,71537533.26717228,1.7144909502196166,0.845,-0.05232766548992999,41181.65229295418,False,True,,12.676064368757448,10.625748103452276
2005.0,witness_tot_eq_witness_total_impact,41,969572.4160519796,71537533.26717228,1.901,0.845,-0.757585737283746,38560.54586626348,False,True,,13.784610445101237,10.559984904907049
2005.0,witness_tot_eq_witness_total_impact,42,291187.24591685797,71537533.26717228,1.905,0.845,0.1593068582130311,14870.184998885554,False,True,-1.8369230108081003,12.581721795983054,9.607113480458557
2005.0,witness_tot_eq_witness_total_impact,43,1423689.4922078217,69463821.66287585,1.904,0.845,-1.6836499297268679,18904.005460144534,False,True,,14.168762293952152,9.84712910770211
2005.0,witness_tot_eq_witness_total_impact,44,717149.6744598955,71537533.26717228,1.906,0.845,-0.619799314865281,35796.640097932985,False,True,,13.483039848786392,10.48560931597137
2005.0,witness_tot_eq_witness_total_impact,45,214760.0972612931,71537533.26717228,1.7144909502196166,0.845,0.3983179813393318,31751.80070434369,False,True,-0.9205046445980578,12.277276857420055,10.365704717810036
2005.0,witness_tot_eq_witness_total_impact,46,282734.49964389484,71537533.26717228,1.901,0.845,0.06825605238851196,27660.28288763702,False,True,-2.684489169163722,12.552263572471787,10.227752832485216
2005.0,witness_tot_eq_witness_total_impact,47,327973.44276535057,71537533.26717228,1.905,0.845,-0.3813348900519639,12469.100175809712,False,True,,12.700687916909452,9.431008876953383
2005.0,witness_tot_eq_witness_total_impact,48,261766.02345083054,71537533.26717228,1.904,0.845,0.10120605951070127,45841.284061263475,False,True,-2.290596647333346,12.475206343481206,10.732940362803966
2005.0,witness_tot_eq_witness_total_impact,49,696479.3174230532,71537533.26717228,1.906,0.845,-0.6733252971538892,29851.458168090132,False,True,,13.453793376747528,10.3039889674799
