time,REGIONS 35 I,extra_extra_exponent,extra_extra_normalisation_constant,total_radiative_forcing,coef,temperature_change,gross_domestic_product_nominal,average_disposable_income_per_capita,equation,damage
2005.0,BELGIUM,0.84578432945476,47058.691017911595,1.7144909502196166,0.581071594356706,0.845,458081.62399622856,24767.399895461767,define_tot_eq_define_total_impact,545.4716883267013
2005.0,BULGARIA,0.84578432945476,47058.691017911595,1.7144909502196166,0.13189705010805777,0.845,49342.06742440571,4290.060540829268,define_tot_eq_define_total_impact,13.33681489223532
2005.0,CROATIA,0.84578432945476,47058.691017911595,1.7144909502196166,0.21312074581127893,0.845,49378.73185010641,7565.730576098589,define_tot_eq_define_total_impact,21.56578930373646
2005.0,CYPRUS,0.84578432945476,47058.691017911595,1.7144909502196166,0.38486883369496955,0.845,20251.57664833038,15217.411656130247,define_tot_eq_define_total_impact,15.97244061984675
2005.0,CZECH REPUBLIC,0.84578432945476,47058.691017911595,1.7144909502196166,0.27097232677757416,0.845,186259.75674162532,10050.031676948072,define_tot_eq_define_total_impact,103.42932023373258
2005.0,DENMARK,0.84578432945476,47058.691017911595,1.7144909502196166,0.656530310793794,0.845,296616.28473835165,28613.689784759044,define_tot_eq_define_total_impact,399.0703581171608
2005.0,ESTONIA,0.84578432945476,47058.691017911595,1.7144909502196166,0.25458709982661326,0.845,22450.678683475522,9335.545650203454,define_tot_eq_define_total_impact,11.712930502055052
2005.0,FINLAND,0.84578432945476,47058.691017911595,1.7144909502196166,0.6045317576045808,0.845,230605.88493726324,25953.989566190365,define_tot_eq_define_total_impact,285.68616216563106
2005.0,FRANCE,0.84578432945476,47058.691017911595,1.7144909502196166,0.588335349188482,0.845,2427950.3010300063,25133.875693782393,define_tot_eq_define_total_impact,2927.281136799917
2005.0,GERMANY,0.84578432945476,47058.691017911595,1.7144909502196166,0.6128016186565507,0.845,3387492.094173288,26374.29293517786,define_tot_eq_define_total_impact,4254.003986158331
2005.0,GREECE,0.84578432945476,47058.691017911595,1.7144909502196166,0.3143259625021918,0.845,188670.18658332588,11977.74801139231,define_tot_eq_define_total_impact,121.52992543906419
2005.0,HUNGARY,0.84578432945476,47058.691017911595,1.7144909502196166,0.19222174095023004,0.845,120647.44322872962,6696.607278917121,define_tot_eq_define_total_impact,47.524803240254215
2005.0,IRELAND,0.84578432945476,47058.691017911595,1.7144909502196166,0.6183836028471044,0.845,278314.3962199798,26658.57502791438,define_tot_eq_define_total_impact,352.6901535184021
2005.0,LATVIA,0.84578432945476,47058.691017911595,1.7144909502196166,0.2348948425480279,0.845,27322.703071055264,8487.93116827527,define_tot_eq_define_total_impact,13.152152691403836
2005.0,LITHUANIA,0.84578432945476,47058.691017911595,1.7144909502196166,0.26133931266791277,0.845,41739.77778969813,9628.993652654659,define_tot_eq_define_total_impact,22.35396546584898
2005.0,LUXEMBOURG,0.84578432945476,47058.691017911595,1.7144909502196166,1.0611737130673347,0.845,57110.84796148221,50481.016541603225,define_tot_eq_define_total_impact,124.19519399250478
2005.0,POLAND,0.84578432945476,47058.691017911595,1.7144909502196166,0.23561968387443685,0.845,474725.77056097495,8518.907767574252,define_tot_eq_define_total_impact,229.22082722403667
2005.0,PORTUGAL,0.84578432945476,47058.691017911595,1.7144909502196166,0.3359566400562956,0.845,197070.32500125276,12958.303784542875,define_tot_eq_define_total_impact,135.67635276443258
2005.0,SLOVAKIA,0.84578432945476,47058.691017911595,1.7144909502196166,0.27070049428156123,0.845,87972.99988501916,10038.112548587616,define_tot_eq_define_total_impact,48.80205936494585
2005.0,SPAIN,0.84578432945476,47058.691017911595,1.7144909502196166,0.41558204676120675,0.845,1198263.0202536464,16663.43727754188,define_tot_eq_define_total_impact,1020.4897168013714
2005.0,SWEDEN,0.84578432945476,47058.691017911595,1.7144909502196166,0.6223581084906663,0.845,496259.8327914979,26861.276269116843,define_tot_eq_define_total_impact,632.9205189534805
2005.0,UK,0.84578432945476,47058.691017911595,1.7144909502196166,0.721545277291817,0.845,2905915.44755967,31993.370259360592,define_tot_eq_define_total_impact,4296.8110923584345
2005.0,CHINA,0.84578432945476,47058.691017911595,1.7144909502196166,0.18045087625957856,0.845,11363774.931105325,6214.517573269296,define_tot_eq_define_total_impact,4202.244498767581
2005.0,EASOC,0.84578432945476,47058.691017911595,1.7144909502196166,0.23837851032415291,0.845,10020796.252317708,8636.9667318122,define_tot_eq_define_total_impact,4895.1841254050005
2005.0,INDIA,0.84578432945476,47058.691017911595,1.7144909502196166,0.03956313382025864,0.845,2073711.6042964323,1033.1614980294057,define_tot_eq_define_total_impact,168.1274946540817
2005.0,LATAM,0.84578432945476,47058.691017911595,1.7144909502196166,0.17854737874444246,0.845,3228709.244420859,6137.085294134401,define_tot_eq_define_total_impact,1181.3595985683896
2005.0,RUSSIA,0.84578432945476,47058.691017911595,1.7144909502196166,0.19207026773561334,0.845,1391604.314233508,6690.368532633214,define_tot_eq_define_total_impact,547.7414493932995
2005.0,USMCA,0.84578432945476,47058.691017911595,1.7144909502196166,0.7154893658283438,0.845,20912269.294080965,31676.133803773966,define_tot_eq_define_total_impact,30662.251715054503
2005.0,LROW,0.84578432945476,47058.691017911595,1.7144909502196166,0.10511079860217623,0.845,9344225.87558807,3280.1954785832204,define_tot_eq_define_total_impact,2012.7524416859335
2006.0,BELGIUM,-2.0578448011331436,27579.33063555136,1.7712107476305867,1.2363296741254712,0.8641698666211527,458081.62399622856,24877.772675928063,define_tot_eq_define_total_impact,1215.4290078192873
2006.0,BULGARIA,-2.0578448011331436,27579.33063555136,1.7712107476305867,45.36295719506915,0.8641698666211527,49342.06742440571,4320.335664971351,define_tot_eq_define_total_impact,4803.647540725018
2006.0,CROATIA,-2.0578448011331436,27579.33063555136,1.7712107476305867,14.182472517569614,0.8641698666211527,49378.73185010641,7601.429630085147,define_tot_eq_define_total_impact,1502.9492512554257
2006.0,CYPRUS,-2.0578448011331436,27579.33063555136,1.7712107476305867,3.3911130933957114,0.8641698666211527,20251.576648330378,15235.839482640238,define_tot_eq_define_total_impact,147.3850887689994
2006.0,CZECH REPUBLIC,-2.0578448011331436,27579.33063555136,1.7712107476305867,7.995703536180763,0.8641698666211527,186259.75674162532,10042.567599647971,define_tot_eq_define_total_impact,3196.1573214024716
2006.0,DENMARK,-2.0578448011331436,27579.33063555136,1.7712107476305867,0.926128092412588,0.8641698666211527,296616.28473835165,28627.258788590974,define_tot_eq_define_total_impact,589.5470660269468
2006.0,ESTONIA,-2.0578448011331436,27579.33063555136,1.7712107476305867,9.239113797049232,0.8641698666211527,22450.67868347552,9361.38727275378,define_tot_eq_define_total_impact,445.1559925944388
2006.0,FINLAND,-2.0578448011331436,27579.33063555136,1.7712107476305867,1.1316528950187636,0.8641698666211527,230605.88493726324,25970.602538748262,define_tot_eq_define_total_impact,560.0619374307532
2006.0,FRANCE,-2.0578448011331436,27579.33063555136,1.7712107476305867,1.2139918300609687,0.8641698666211527,2427950.3010300067,25099.176182127267,define_tot_eq_define_total_impact,6325.691244857936
2006.0,GERMANY,-2.0578448011331436,27579.33063555136,1.7712107476305867,1.0951794850538838,0.8641698666211527,3387492.094173288,26387.365073973302,define_tot_eq_define_total_impact,7961.887263335316
2006.0,GREECE,-2.0578448011331436,27579.33063555136,1.7712107476305867,5.5521588216268345,0.8641698666211527,188670.18658332588,11989.911369451864,define_tot_eq_define_total_impact,2248.1101856699493
2006.0,HUNGARY,-2.0578448011331436,27579.33063555136,1.7712107476305867,18.415473125393554,0.8641698666211527,120647.44322872962,6695.361834727324,define_tot_eq_define_total_impact,4768.188735725657
2006.0,IRELAND,-2.0578448011331436,27579.33063555136,1.7712107476305867,1.0652570011323843,0.8641698666211527,278314.3962199798,26744.986700654586,define_tot_eq_define_total_impact,636.2715461871552
2006.0,LATVIA,-2.0578448011331436,27579.33063555136,1.7712107476305867,11.285482021002924,0.8641698666211527,27322.703071055264,8494.083461213218,define_tot_eq_define_total_impact,661.7534425792229
2006.0,LITHUANIA,-2.0578448011331436,27579.33063555136,1.7712107476305867,8.742588667967345,0.8641698666211527,41739.77778969813,9616.082290111317,define_tot_eq_define_total_impact,783.1457797278002
2006.0,LUXEMBOURG,-2.0578448011331436,27579.33063555136,1.7712107476305867,0.2858527993349184,0.8641698666211527,57110.84796148221,50683.7499298285,define_tot_eq_define_total_impact,35.03591722616156
2006.0,POLAND,-2.0578448011331436,27579.33063555136,1.7712107476305867,11.198146464789753,0.8641698666211527,474725.77056097495,8526.211248535486,define_tot_eq_define_total_impact,11408.837258714417
2006.0,PORTUGAL,-2.0578448011331436,27579.33063555136,1.7712107476305867,4.714745068846583,0.8641698666211527,197070.32500125276,12981.350320438161,define_tot_eq_define_total_impact,1994.0308880117072
2006.0,SLOVAKIA,-2.0578448011331436,27579.33063555136,1.7712107476305867,8.031227305684226,0.8641698666211527,87972.99988501916,10020.957148282343,define_tot_eq_define_total_impact,1516.2951752550066
2006.0,SPAIN,-2.0578448011331436,27579.33063555136,1.7712107476305867,2.800728121016499,0.8641698666211527,1198263.0202536464,16719.931986445827,define_tot_eq_define_total_impact,7202.371892479652
2006.0,SWEDEN,-2.0578448011331436,27579.33063555136,1.7712107476305867,1.051998916036135,0.8641698666211527,496259.8327914979,26908.25245955792,define_tot_eq_define_total_impact,1120.4096760072118
2006.0,UK,-2.0578448011331436,27579.33063555136,1.7712107476305867,0.7367460931305435,0.8641698666211527,2905915.44755967,31993.370259360592,define_tot_eq_define_total_impact,4594.658615720698
2006.0,CHINA,-2.0578448011331436,27579.33063555136,1.7712107476305867,21.467841806807705,0.8641698666211527,11363774.931105325,6214.517573269296,define_tot_eq_define_total_impact,523556.36471104884
2006.0,EASOC,-2.0578448011331436,27579.33063555136,1.7712107476305867,10.904646666098486,0.8641698666211527,10020796.252317708,8636.9667318122,define_tot_eq_define_total_impact,234512.64424798402
2006.0,LATAM,-2.0578448011331436,27579.33063555136,1.7712107476305867,22.028954651026194,0.8641698666211527,3228709.2444208586,6137.085294134401,define_tot_eq_define_total_impact,152642.4259420463
2006.0,RUSSIA,-2.0578448011331436,27579.33063555136,1.7712107476305867,18.443767800333195,0.8641698666211527,1391604.3142335077,6690.368532633214,define_tot_eq_define_total_impact,55083.033068172845
2006.0,USMCA,-2.0578448011331436,27579.33063555136,1.7712107476305867,0.7520103714135287,0.8641698666211527,20912269.294080973,31676.133803773966,define_tot_eq_define_total_impact,33750.283610799954
2007.0,BELGIUM,-0.06668842394018935,34952.42201374552,1.8255719353251731,1.022671817109246,0.885384249864233,458081.62399622856,24973.568637130833,define_tot_eq_define_total_impact,1057.0239554991633
2007.0,BULGARIA,-0.06668842394018935,34952.42201374552,1.8255719353251731,1.1491555709046275,0.885384249864233,49342.06742440571,4346.006333478027,define_tot_eq_define_total_impact,127.9386727420318
2007.0,CROATIA,-0.06668842394018935,34952.42201374552,1.8255719353251731,1.1068007644507654,0.885384249864233,49378.73185010641,7632.22536107094,define_tot_eq_define_total_impact,123.31475782043468
2007.0,CYPRUS,-0.06668842394018935,34952.42201374552,1.8255719353251731,1.0568859944416227,0.885384249864233,20251.576648330378,15246.590016767052,define_tot_eq_define_total_impact,48.29394182332604
2007.0,CZECH REPUBLIC,-0.06668842394018935,34952.42201374552,1.8255719353251731,1.0867826650253856,0.885384249864233,186259.75674162532,10034.913028053572,define_tot_eq_define_total_impact,456.738273274082
2007.0,DENMARK,-0.06668842394018935,34952.42201374552,1.8255719353251731,1.0133720042095649,0.885384249864233,296616.28473835165,28639.931510967202,define_tot_eq_define_total_impact,678.2183949970811
2007.0,ESTONIA,-0.06668842394018935,34952.42201374552,1.8255719353251731,1.091658889778018,0.885384249864233,22450.67868347552,9383.380528210819,define_tot_eq_define_total_impact,55.299614240929586
2007.0,FINLAND,-0.06668842394018935,34952.42201374552,1.8255719353251731,1.0199700935670224,0.885384249864233,230605.88493726324,25984.103041855324,define_tot_eq_define_total_impact,530.7176069140924
2007.0,FRANCE,-0.06668842394018935,34952.42201374552,1.8255719353251731,1.0224281634134904,0.885384249864233,2427950.3010300063,25062.95982646487,define_tot_eq_define_total_impact,5601.163735884872
2007.0,GERMANY,-0.06668842394018935,34952.42201374552,1.8255719353251731,1.018892918106879,0.885384249864233,3387492.094173288,26399.08655575351,define_tot_eq_define_total_impact,7787.759042388008
2007.0,GREECE,-0.06668842394018935,34952.42201374552,1.8255719353251731,1.073894293588853,0.885384249864233,188670.18658332588,12000.677775373848,define_tot_eq_define_total_impact,457.1623803833507
2007.0,HUNGARY,-0.06668842394018935,34952.42201374552,1.8255719353251731,1.116524743845717,0.885384249864233,120647.44322872962,6694.008371508428,define_tot_eq_define_total_impact,303.9430006122398
2007.0,IRELAND,-0.06668842394018935,34952.42201374552,1.8255719353251731,1.0177945067600012,0.885384249864233,278314.3962199798,26829.539822805396,define_tot_eq_define_total_impact,639.1480169210538
2007.0,LATVIA,-0.06668842394018935,34952.42201374552,1.8255719353251731,1.0988957434007982,0.885384249864233,27322.703071055264,8498.266394559496,define_tot_eq_define_total_impact,67.74633812439532
2007.0,LITHUANIA,-0.06668842394018935,34952.42201374552,1.8255719353251731,1.089978066703742,0.885384249864233,41739.77778969813,9602.71428436668,define_tot_eq_define_total_impact,102.6534531882421
2007.0,LUXEMBOURG,-0.06668842394018935,34952.42201374552,1.8255719353251731,0.9752965314046292,0.885384249864233,57110.84796148221,50859.71444987529,define_tot_eq_define_total_impact,125.67849167782339
2007.0,POLAND,-0.06668842394018935,34952.42201374552,1.8255719353251731,1.0986009314886669,0.885384249864233,474725.77056097495,8532.527443534907,define_tot_eq_define_total_impact,1176.7614772754878
2007.0,PORTUGAL,-0.06668842394018935,34952.42201374552,1.8255719353251731,1.0681694972448679,0.885384249864233,197070.32500125276,13002.140466282766,define_tot_eq_define_total_impact,474.970981017494
2007.0,SLOVAKIA,-0.06668842394018935,34952.42201374552,1.8255719353251731,1.0870136978343148,0.885384249864233,87972.99988501916,10002.978830383154,define_tot_eq_define_total_impact,215.76951743693692
2007.0,SPAIN,-0.06668842394018935,34952.42201374552,1.8255719353251731,1.0501776284732023,0.885384249864233,1198263.0202536464,16774.125741143696,define_tot_eq_define_total_impact,2839.360857011518
2007.0,SWEDEN,-0.06668842394018935,34952.42201374552,1.8255719353251731,1.0175171162756484,0.885384249864233,496259.8327914979,26939.42554586767,define_tot_eq_define_total_impact,1139.3483301093968
2007.0,UK,-0.06668842394018935,34952.42201374552,1.8255719353251731,1.0059166300637934,0.885384249864233,2905915.44755967,31993.370259360592,define_tot_eq_define_total_impact,6595.544175161843
2007.0,CHINA,-0.06668842394018935,34952.42201374552,1.8255719353251731,1.1220726492246642,0.885384249864233,11363774.931105325,6214.517573269296,define_tot_eq_define_total_impact,28770.623371153637
2007.0,EASOC,-0.06668842394018935,34952.42201374552,1.8255719353251731,1.097709975999814,0.885384249864233,10020796.252317708,8636.9667318122,define_tot_eq_define_total_impact,24819.6421078595
2007.0,INDIA,-0.06668842394018935,34952.42201374552,1.8255719353251731,1.264699104561136,0.885384249864233,2073711.6042964328,1033.1614980294057,define_tot_eq_define_total_impact,5917.540525081804
2007.0,LATAM,-0.06668842394018935,34952.42201374552,1.8255719353251731,1.1230112640697727,0.885384249864233,3228709.2444208586,6137.085294134401,define_tot_eq_define_total_impact,8181.232243515366
2007.0,RUSSIA,-0.06668842394018935,34952.42201374552,1.8255719353251731,1.1165652425090835,0.885384249864233,1391604.3142335077,6690.368532633214,define_tot_eq_define_total_impact,3505.948585003386
2007.0,USMCA,-0.06668842394018935,34952.42201374552,1.8255719353251731,1.0065853464560632,0.885384249864233,20912269.294080973,31676.133803773966,define_tot_eq_define_total_impact,47496.04401529606
2007.0,LROW,-0.06668842394018935,34952.42201374552,1.8255719353251731,1.1709208174700885,0.885384249864233,9344225.87558807,3280.1954785832204,define_tot_eq_define_total_impact,24687.46669199871
2008.0,BELGIUM,-0.1301009545911158,40464.043072998174,1.8789066881215741,1.064340106618875,0.9080299719243065,458081.62399622856,25056.47284033177,define_tot_eq_define_total_impact,1159.2401498891375
2008.0,BULGARIA,-0.1301009545911158,40464.043072998174,1.8789066881215741,1.3358904315368783,0.9080299719243065,49342.06742440571,4368.697840177315,define_tot_eq_define_total_impact,156.72500703065595
2008.0,CROATIA,-0.1301009545911158,40464.043072998174,1.8789066881215741,1.241800833446192,0.9080299719243065,49378.73185010641,7658.684090936208,define_tot_eq_define_total_impact,145.79478693428655
2008.0,CYPRUS,-0.1301009545911158,40464.043072998174,1.8789066881215741,1.135345932432442,0.9080299719243065,20251.576648330378,15252.294905006249,define_tot_eq_define_total_impact,54.66850087894717
2008.0,CZECH REPUBLIC,-0.1301009545911158,40464.043072998174,1.8789066881215741,1.1990233369376988,0.9080299719243065,186259.75674162532,10027.05429423592,define_tot_eq_define_total_impact,531.002766590599
2008.0,DENMARK,-0.1301009545911158,40464.043072998174,1.8789066881215741,1.0459346022866085,0.9080299719243065,296616.28473835165,28651.7296322078,define_tot_eq_define_total_impact,737.6487963775753
2008.0,ESTONIA,-0.1301009545911158,40464.043072998174,1.8789066881215741,1.2091056548905434,0.9080299719243065,22450.67868347552,9402.018504319438,define_tot_eq_define_total_impact,64.54221162395562
2008.0,FINLAND,-0.1301009545911158,40464.043072998174,1.8789066881215741,1.0592624500339753,0.9080299719243065,230605.88493726324,25994.61034393581,define_tot_eq_define_total_impact,580.796619157887
2008.0,FRANCE,-0.1301009545911158,40464.043072998174,1.8789066881215741,1.064512219583083,0.9080299719243065,2427950.3010300063,25025.35082985491,define_tot_eq_define_total_impact,6145.264216790222
2008.0,GERMANY,-0.1301009545911158,40464.043072998174,1.8789066881215741,1.05708312031136,0.9080299719243065,3387492.094173288,26409.384179000564,define_tot_eq_define_total_impact,8514.076434754217
2008.0,GREECE,-0.1301009545911158,40464.043072998174,1.8789066881215741,1.1711996564286156,0.9080299719243065,188670.18658332588,12010.156142290367,define_tot_eq_define_total_impact,525.3930598089514
